Hugo_Symbol,threshold,n_variants,n_predicted_artifact,artifact_fraction,median_rep_error_probability,mean_rep_error_probability
MTUS2,0.75,8,7,0.875,0.977924,0.866153
OR10H5,0.75,8,7,0.875,0.990468,0.900013
OR1S1,0.75,8,7,0.875,0.978406,0.911723
OR2T33,0.75,8,7,0.875,0.990024,0.849167
PROKR2,0.75,8,7,0.875,0.948581,0.877155
PSG4,0.75,8,7,0.875,0.983756,0.892145
REPS2,0.75,8,7,0.875,0.93498,0.845968
RPGRIP1L,0.75,8,7,0.875,0.871934,0.867497
SAGE1,0.75,8,7,0.875,0.971242,0.838125
SERPINA3,0.75,8,7,0.875,0.98566,0.861163
SLC12A7,0.75,8,7,0.875,0.980193,0.8575
SLC26A4,0.75,8,7,0.875,0.988208,0.888466
SLITRK2,0.75,8,7,0.875,0.979357,0.87514
UHRF1BP1L,0.75,8,7,0.875,0.96965,0.90171
ZNF780B,0.75,8,7,0.875,0.942338,0.822235
ABCB1,0.75,9,7,0.777778,0.939083,0.739786
AHR,0.75,9,7,0.777778,0.981098,0.774417
ASZ1,0.75,9,7,0.777778,0.962088,0.832717
ATP10D,0.75,9,7,0.777778,0.990014,0.849282
C2orf16,0.75,9,7,0.777778,0.958909,0.757925
CCDC18,0.75,9,7,0.777778,0.960515,0.851853
CUL1,0.75,9,7,0.777778,0.9783,0.811071
DLC1,0.75,9,7,0.777778,0.982662,0.852378
DPP6,0.75,9,7,0.777778,0.969136,0.760804
EPHB6,0.75,9,7,0.777778,0.970206,0.791921
FBXL13,0.75,9,7,0.777778,0.985589,0.765714
ICE1,0.75,9,7,0.777778,0.973799,0.751741
ITGB4,0.75,9,7,0.777778,0.980105,0.754145
JHY,0.75,9,7,0.777778,0.991081,0.894033
LRRC66,0.75,9,7,0.777778,0.950581,0.752575
MAP3K4,0.75,9,7,0.777778,0.974681,0.893792
MYO6,0.75,9,7,0.777778,0.975309,0.762261
NR3C2,0.75,9,7,0.777778,0.984293,0.837548
NRDC,0.75,9,7,0.777778,0.883713,0.839217
OGDH,0.75,9,7,0.777778,0.986031,0.841041
OR2T12,0.75,9,7,0.777778,0.884861,0.727459
OR2Y1,0.75,9,7,0.777778,0.982064,0.757803
OR5AR1,0.75,9,7,0.777778,0.822778,0.711761
PCDHGA2,0.75,9,7,0.777778,0.963043,0.812382
PEX1,0.75,9,7,0.777778,0.980134,0.757734
PHF3,0.75,9,7,0.777778,0.978658,0.746068
PIK3CB,0.75,9,7,0.777778,0.971424,0.906576
PPEF2,0.75,9,7,0.777778,0.984712,0.859518
PRR23B,0.75,9,7,0.777778,0.98491,0.79884
PRSS35,0.75,9,7,0.777778,0.950602,0.74356
SGO2,0.75,9,7,0.777778,0.956378,0.84623
SLC9C2,0.75,9,7,0.777778,0.970889,0.832105
SMARCA1,0.75,9,7,0.777778,0.941892,0.734838
SNRNP200,0.75,9,7,0.777778,0.965541,0.789901
TAF2,0.75,9,7,0.777778,0.971234,0.742995
TJP3,0.75,9,7,0.777778,0.97878,0.767407
UBASH3A,0.75,9,7,0.777778,0.971179,0.835527
AFDN,0.75,10,7,0.7,0.907253,0.651822
AXDND1,0.75,10,7,0.7,0.950127,0.748805
CHL1,0.75,10,7,0.7,0.934741,0.763811
CNGA4,0.75,10,7,0.7,0.956136,0.79304
COL15A1,0.75,10,7,0.7,0.98076,0.75429
DSC1,0.75,10,7,0.7,0.92506,0.761697
EMILIN2,0.75,10,7,0.7,0.954851,0.73565
ERCC6L,0.75,10,7,0.7,0.950701,0.782124
ERN2,0.75,10,7,0.7,0.981941,0.731888
FILIP1,0.75,10,7,0.7,0.931309,0.733326
HELB,0.75,10,7,0.7,0.984612,0.679434
KIAA1549,0.75,10,7,0.7,0.991315,0.783472
LGSN,0.75,10,7,0.7,0.954762,0.706831
LILRB2,0.75,10,7,0.7,0.91411,0.720421
MATK,0.75,10,7,0.7,0.962124,0.739948
MED13,0.75,10,7,0.7,0.981463,0.70931
MSH6,0.75,10,7,0.7,0.877332,0.76905
MYO9A,0.75,10,7,0.7,0.827276,0.710207
NEK10,0.75,10,7,0.7,0.891861,0.689806
NOTCH3,0.75,10,7,0.7,0.9171,0.711854
PCDHA9,0.75,10,7,0.7,0.935263,0.731571
PCDHB6,0.75,10,7,0.7,0.947026,0.751612
PCDHGA8,0.75,10,7,0.7,0.949308,0.739501
PLCB1,0.75,10,7,0.7,0.98383,0.712969
PPP1R9A,0.75,10,7,0.7,0.988763,0.773479
PTPRC,0.75,10,7,0.7,0.974644,0.755078
RBMS3,0.75,10,7,0.7,0.971788,0.842455
TBC1D32,0.75,10,7,0.7,0.945854,0.763788
TMEM132B,0.75,10,7,0.7,0.934031,0.677926
TRIML1,0.75,10,7,0.7,0.938615,0.761325
UPF1,0.75,10,7,0.7,0.961254,0.739629
ZNF229,0.75,10,7,0.7,0.987323,0.788968
ACE,0.75,11,7,0.636364,0.920457,0.683029
ATP11A,0.75,11,7,0.636364,0.864029,0.629242
CFAP54,0.75,11,7,0.636364,0.974947,0.661023
FHDC1,0.75,11,7,0.636364,0.815617,0.640464
FLT3,0.75,11,7,0.636364,0.884479,0.662612
KIAA1217,0.75,11,7,0.636364,0.966862,0.72798
KIF1B,0.75,11,7,0.636364,0.980707,0.670159
MAP3K19,0.75,11,7,0.636364,0.885148,0.620997
MGAM,0.75,11,7,0.636364,0.987684,0.644565
NPHS1,0.75,11,7,0.636364,0.981413,0.703182
OR5D18,0.75,11,7,0.636364,0.953929,0.671847
PCDHB13,0.75,11,7,0.636364,0.977506,0.776037
PCNX1,0.75,11,7,0.636364,0.939452,0.675763
PIK3C2G,0.75,11,7,0.636364,0.913874,0.650864
PTCH1,0.75,11,7,0.636364,0.902615,0.600927
RASGRF2,0.75,11,7,0.636364,0.954442,0.743174
ROS1,0.75,11,7,0.636364,0.891825,0.671986
SRCAP,0.75,11,7,0.636364,0.911605,0.665169
TENM2,0.75,11,7,0.636364,0.91925,0.741377
TRPM8,0.75,11,7,0.636364,0.91845,0.721752
TULP4,0.75,11,7,0.636364,0.965572,0.749185
ZNF521,0.75,11,7,0.636364,0.984306,0.849708
ZNF676,0.75,11,7,0.636364,0.967856,0.810999
ZNF98,0.75,11,7,0.636364,0.977263,0.684499
ATP6V0A4,0.75,12,7,0.583333,0.946038,0.652964
BAZ2B,0.75,12,7,0.583333,0.895968,0.606075
LYST,0.75,12,7,0.583333,0.909503,0.603105
MUC4,0.75,12,7,0.583333,0.836964,0.64089
NDST4,0.75,12,7,0.583333,0.957216,0.716554
NUP210L,0.75,12,7,0.583333,0.810302,0.715706
OLFML2B,0.75,12,7,0.583333,0.913931,0.645815
PAN3,0.75,12,7,0.583333,0.836021,0.677774
PKD1L2,0.75,12,7,0.583333,0.960548,0.606174
PTPRB,0.75,12,7,0.583333,0.944916,0.706738
PUM1,0.75,12,7,0.583333,0.839893,0.697745
SCAF11,0.75,12,7,0.583333,0.943304,0.693879
SETBP1,0.75,12,7,0.583333,0.845917,0.648609
SPOCD1,0.75,12,7,0.583333,0.868878,0.647889
VPS13A,0.75,12,7,0.583333,0.939785,0.628459
XDH,0.75,12,7,0.583333,0.951839,0.637463
ZFHX4,0.75,12,7,0.583333,0.840935,0.748569
ZNF28,0.75,12,7,0.583333,0.914441,0.64916
ATP4A,0.75,13,7,0.538462,0.861152,0.576112
CACNA1E,0.75,13,7,0.538462,0.963934,0.616541
COL11A2,0.75,13,7,0.538462,0.811613,0.582591
COL27A1,0.75,13,7,0.538462,0.897688,0.611845
CREBBP,0.75,13,7,0.538462,0.828077,0.57028
FAM83B,0.75,13,7,0.538462,0.926903,0.647673
IGF2BP1,0.75,13,7,0.538462,0.794625,0.543664
KIAA2026,0.75,13,7,0.538462,0.791813,0.525987
PCDHGB4,0.75,13,7,0.538462,0.948345,0.665304
POLA1,0.75,13,7,0.538462,0.850487,0.571395
PRSS16,0.75,13,7,0.538462,0.95536,0.652438
PTPRH,0.75,13,7,0.538462,0.936627,0.536682
REV3L,0.75,13,7,0.538462,0.829055,0.584947
SYNPO2,0.75,13,7,0.538462,0.844585,0.650703
DICER1,0.75,14,7,0.5,0.507339,0.485136
MYOF,0.75,14,7,0.5,0.672801,0.60663
PLEKHG4B,0.75,14,7,0.5,0.535215,0.514515
PTPRS,0.75,14,7,0.5,0.712554,0.568179
SEMG1,0.75,14,7,0.5,0.724126,0.574411
TRAPPC8,0.75,14,7,0.5,0.716393,0.622095
UHRF1BP1,0.75,14,7,0.5,0.705719,0.617122
ADGRG4,0.75,15,7,0.466667,0.690666,0.612298
FAT3,0.75,15,7,0.466667,0.401421,0.559418
MYH3,0.75,15,7,0.466667,0.688901,0.536657
NUP205,0.75,15,7,0.466667,0.742535,0.656567
PALM2AKAP2,0.75,15,7,0.466667,0.493877,0.526864
PRKDC,0.75,15,7,0.466667,0.659747,0.570397
COL22A1,0.75,16,7,0.4375,0.378858,0.49565
CUX2,0.75,16,7,0.4375,0.104868,0.439237
PCDHA3,0.75,16,7,0.4375,0.596453,0.562903
DPP10,0.75,17,7,0.411765,0.688222,0.551841
LRRK1,0.75,18,7,0.388889,0.230237,0.425257
MYO10,0.75,18,7,0.388889,0.357567,0.452637
CSMD1,0.75,19,7,0.368421,0.019221,0.407231
ADAMTS12,0.75,20,7,0.35,0.623533,0.588609
SPAG17,0.75,20,7,0.35,0.505858,0.561315
ALX1,0.75,6,6,1.0,0.964477,0.943131
ATP7A,0.75,6,6,1.0,0.943058,0.903743
CYP2B6,0.75,6,6,1.0,0.969476,0.959331
DMXL1,0.75,6,6,1.0,0.956694,0.937618
E2F7,0.75,6,6,1.0,0.976782,0.956194
EZH2,0.75,6,6,1.0,0.989801,0.986923
FBXO31,0.75,6,6,1.0,0.991326,0.988858
FLACC1,0.75,6,6,1.0,0.975681,0.973955
GAPVD1,0.75,6,6,1.0,0.98152,0.92413
GPRC6A,0.75,6,6,1.0,0.990834,0.987258
GUCY2C,0.75,6,6,1.0,0.969774,0.94422
MC4R,0.75,6,6,1.0,0.984055,0.949717
MPEG1,0.75,6,6,1.0,0.977581,0.925565
NFAT5,0.75,6,6,1.0,0.9897,0.971401
OAS2,0.75,6,6,1.0,0.973699,0.966842
OR2M2,0.75,6,6,1.0,0.969666,0.966827
OR4K15,0.75,6,6,1.0,0.969257,0.960588
OR9G1,0.75,6,6,1.0,0.991064,0.989907
PCDHB4,0.75,6,6,1.0,0.985574,0.975132
PDE7A,0.75,6,6,1.0,0.967994,0.963515
PIP4K2C,0.75,6,6,1.0,0.879828,0.883502
PKN2,0.75,6,6,1.0,0.954254,0.934402
PRSS58,0.75,6,6,1.0,0.991442,0.991423
RBM14,0.75,6,6,1.0,0.966197,0.957486
RSPH10B,0.75,6,6,1.0,0.983814,0.979387
SERPINB12,0.75,6,6,1.0,0.980108,0.948825
SMCR8,0.75,6,6,1.0,0.984532,0.985357
SPINK5,0.75,6,6,1.0,0.9678,0.964211
STAG1,0.75,6,6,1.0,0.965613,0.954201
TFPI2,0.75,6,6,1.0,0.980268,0.978916
TMEM106B,0.75,6,6,1.0,0.982833,0.956973
TMEM131,0.75,6,6,1.0,0.939943,0.901159
TRIML2,0.75,6,6,1.0,0.952697,0.933504
TRIP11,0.75,6,6,1.0,0.941835,0.938647
VWA3B,0.75,6,6,1.0,0.930364,0.931689
ZBTB38,0.75,6,6,1.0,0.986201,0.967408
ZNF264,0.75,6,6,1.0,0.991118,0.990244
ZNF426,0.75,6,6,1.0,0.969182,0.929848
ZNF470,0.75,6,6,1.0,0.99042,0.968925
ACVRL1,0.75,7,6,0.857143,0.979205,0.863204
AGAP3,0.75,7,6,0.857143,0.954682,0.819957
AMY2B,0.75,7,6,0.857143,0.915953,0.878304
ARHGAP25,0.75,7,6,0.857143,0.981977,0.839159
C12orf40,0.75,7,6,0.857143,0.980161,0.925581
CACNA1A,0.75,7,6,0.857143,0.963378,0.824752
CASK,0.75,7,6,0.857143,0.939689,0.801444
CDH4,0.75,7,6,0.857143,0.854459,0.767368
CDH7,0.75,7,6,0.857143,0.896381,0.887725
CHRM2,0.75,7,6,0.857143,0.934234,0.889127
DCAF8L1,0.75,7,6,0.857143,0.862911,0.786887
DLG5,0.75,7,6,0.857143,0.985056,0.827083
DNAJC13,0.75,7,6,0.857143,0.96996,0.795397
DRD1,0.75,7,6,0.857143,0.964877,0.88541
ECM2,0.75,7,6,0.857143,0.989834,0.831355
ENDOD1,0.75,7,6,0.857143,0.930772,0.814181
EPHB4,0.75,7,6,0.857143,0.978452,0.900035
FAM71B,0.75,7,6,0.857143,0.954291,0.914288
FAM81B,0.75,7,6,0.857143,0.972349,0.855544
FBXL5,0.75,7,6,0.857143,0.923226,0.81308
FSTL4,0.75,7,6,0.857143,0.911603,0.792649
GFPT1,0.75,7,6,0.857143,0.969945,0.81023
GHRHR,0.75,7,6,0.857143,0.866969,0.829469
GNAT3,0.75,7,6,0.857143,0.979514,0.83544
GPATCH8,0.75,7,6,0.857143,0.956592,0.797936
IL17RD,0.75,7,6,0.857143,0.925051,0.84098
IL1RAPL1,0.75,7,6,0.857143,0.944244,0.817104
IL21R,0.75,7,6,0.857143,0.986432,0.879739
IPO5,0.75,7,6,0.857143,0.975494,0.837761
ITPRID1,0.75,7,6,0.857143,0.976687,0.862681
KANK1,0.75,7,6,0.857143,0.988953,0.835254
KIAA1755,0.75,7,6,0.857143,0.97012,0.874564
LIPG,0.75,7,6,0.857143,0.990112,0.926665
MPP7,0.75,7,6,0.857143,0.980803,0.909329
OR11G2,0.75,7,6,0.857143,0.97458,0.83562
OR2T4,0.75,7,6,0.857143,0.959267,0.811976
PLEKHG1,0.75,7,6,0.857143,0.977379,0.852558
PRAG1,0.75,7,6,0.857143,0.963118,0.841865
PTPRA,0.75,7,6,0.857143,0.987909,0.822676
RLF,0.75,7,6,0.857143,0.978464,0.816016
SIN3B,0.75,7,6,0.857143,0.977416,0.943004
SLC6A15,0.75,7,6,0.857143,0.990826,0.894992
SLC6A6,0.75,7,6,0.857143,0.975842,0.936015
SMURF1,0.75,7,6,0.857143,0.988646,0.839986
ST14,0.75,7,6,0.857143,0.93383,0.811034
SVOPL,0.75,7,6,0.857143,0.981241,0.843456
SYNRG,0.75,7,6,0.857143,0.972764,0.857242
TBC1D2,0.75,7,6,0.857143,0.864613,0.784177
THEMIS,0.75,7,6,0.857143,0.953562,0.875567
TRIM22,0.75,7,6,0.857143,0.961328,0.846476
YY1AP1,0.75,7,6,0.857143,0.911546,0.878188
ZNF75D,0.75,7,6,0.857143,0.987426,0.83753
ZNF91,0.75,7,6,0.857143,0.976736,0.920767
ABCC1,0.75,8,6,0.75,0.971418,0.79573
ABCG4,0.75,8,6,0.75,0.960543,0.738084
ABLIM3,0.75,8,6,0.75,0.975975,0.898207
ADAMTS19,0.75,8,6,0.75,0.980618,0.808308
ADGRE1,0.75,8,6,0.75,0.986008,0.741267
BACH1,0.75,8,6,0.75,0.96528,0.737905
BOC,0.75,8,6,0.75,0.989336,0.753686
C12orf50,0.75,8,6,0.75,0.933459,0.838645
CACNA2D3,0.75,8,6,0.75,0.9758,0.817385
CADPS,0.75,8,6,0.75,0.962853,0.757639
CAMSAP2,0.75,8,6,0.75,0.903552,0.705157
CFAP20DC,0.75,8,6,0.75,0.954131,0.765282
CHD3,0.75,8,6,0.75,0.985297,0.713164
CHD6,0.75,8,6,0.75,0.973343,0.77875
CLEC1A,0.75,8,6,0.75,0.78487,0.644316
COL3A1,0.75,8,6,0.75,0.965184,0.711484
DAPK1,0.75,8,6,0.75,0.986782,0.745963
DDR2,0.75,8,6,0.75,0.982718,0.796402
DDX11,0.75,8,6,0.75,0.97194,0.847954
DLEC1,0.75,8,6,0.75,0.941195,0.788073
DNAI3,0.75,8,6,0.75,0.967912,0.815053
DSEL,0.75,8,6,0.75,0.92714,0.772136
EPG5,0.75,8,6,0.75,0.971033,0.823147
EPHA1,0.75,8,6,0.75,0.97459,0.741821
FAM135B,0.75,8,6,0.75,0.960415,0.846119
FCRL3,0.75,8,6,0.75,0.900425,0.82985
FSCB,0.75,8,6,0.75,0.966108,0.769914
GAK,0.75,8,6,0.75,0.956763,0.823699
GALNT8,0.75,8,6,0.75,0.869942,0.720655
GRIA1,0.75,8,6,0.75,0.948954,0.779371
GRIPAP1,0.75,8,6,0.75,0.947404,0.709384
GUCY2D,0.75,8,6,0.75,0.919083,0.695893
HYOU1,0.75,8,6,0.75,0.983573,0.745488
IFI16,0.75,8,6,0.75,0.921225,0.78485
IGSF3,0.75,8,6,0.75,0.98741,0.76908
IL12RB2,0.75,8,6,0.75,0.937007,0.757982
ITGA9,0.75,8,6,0.75,0.973118,0.809013
KCTD16,0.75,8,6,0.75,0.970626,0.819631
KDM5A,0.75,8,6,0.75,0.96852,0.827835
KIAA0319,0.75,8,6,0.75,0.947248,0.720444
LAMA5,0.75,8,6,0.75,0.986549,0.876912
LILRB4,0.75,8,6,0.75,0.987032,0.783747
LUM,0.75,8,6,0.75,0.913804,0.806834
MADD,0.75,8,6,0.75,0.952737,0.754336
MFHAS1,0.75,8,6,0.75,0.991355,0.793701
MGA,0.75,8,6,0.75,0.860733,0.769941
NPC1L1,0.75,8,6,0.75,0.944628,0.814984
OR4X2,0.75,8,6,0.75,0.853529,0.732233
PCDHAC1,0.75,8,6,0.75,0.988618,0.751631
PDZD2,0.75,8,6,0.75,0.974126,0.838348
POTEF,0.75,8,6,0.75,0.894355,0.694889
PPP1R26,0.75,8,6,0.75,0.971293,0.724779
PRKG2,0.75,8,6,0.75,0.905836,0.701262
PTPRO,0.75,8,6,0.75,0.945966,0.79456
ROCK1,0.75,8,6,0.75,0.979392,0.846474
SEMA3E,0.75,8,6,0.75,0.907525,0.75591
SERPINB4,0.75,8,6,0.75,0.990471,0.896112
SHROOM4,0.75,8,6,0.75,0.967924,0.721497
SLC12A2,0.75,8,6,0.75,0.90148,0.698816
SLC44A5,0.75,8,6,0.75,0.96988,0.757164
SLC4A5,0.75,8,6,0.75,0.971496,0.733494
ST3GAL6,0.75,8,6,0.75,0.971466,0.85494
STAG3,0.75,8,6,0.75,0.9845,0.805932
SYCP2,0.75,8,6,0.75,0.97709,0.728215
TDRD9,0.75,8,6,0.75,0.93579,0.729881
TERT,0.75,8,6,0.75,0.980746,0.723681
THOC2,0.75,8,6,0.75,0.943681,0.754926
TIAM1,0.75,8,6,0.75,0.978774,0.820974
TNFSF14,0.75,8,6,0.75,0.886374,0.782567
TRPC6,0.75,8,6,0.75,0.881747,0.73732
TTC37,0.75,8,6,0.75,0.979956,0.87643
USP29,0.75,8,6,0.75,0.963391,0.804965
WDR91,0.75,8,6,0.75,0.941752,0.720806
ZFYVE9,0.75,8,6,0.75,0.978609,0.737988
ZNF536,0.75,8,6,0.75,0.938447,0.709821
ZNF81,0.75,8,6,0.75,0.931779,0.693528
ZNF816,0.75,8,6,0.75,0.969255,0.756498
ABCC11,0.75,9,6,0.666667,0.985446,0.692867
ADGRL2,0.75,9,6,0.666667,0.988708,0.73164
AL121899.2,0.75,9,6,0.666667,0.988026,0.734471
ATP10A,0.75,9,6,0.666667,0.834942,0.679695
BIVM-ERCC5,0.75,9,6,0.666667,0.846322,0.749927
BOD1L1,0.75,9,6,0.666667,0.984798,0.741435
BRWD1,0.75,9,6,0.666667,0.991298,0.701342
CEP112,0.75,9,6,0.666667,0.981175,0.782285
CNOT1,0.75,9,6,0.666667,0.895798,0.76709
COL1A1,0.75,9,6,0.666667,0.857324,0.669415
CORIN,0.75,9,6,0.666667,0.975707,0.725964
CP,0.75,9,6,0.666667,0.982649,0.702831
CYP4F11,0.75,9,6,0.666667,0.940257,0.679897
DOP1A,0.75,9,6,0.666667,0.963522,0.832634
EPS8,0.75,9,6,0.666667,0.864976,0.768427
FMN1,0.75,9,6,0.666667,0.957462,0.662047
FN1,0.75,9,6,0.666667,0.979967,0.693271
FSTL5,0.75,9,6,0.666667,0.967175,0.741861
GABRB3,0.75,9,6,0.666667,0.930071,0.718152
IGF2R,0.75,9,6,0.666667,0.968134,0.792619
ITIH1,0.75,9,6,0.666667,0.904563,0.758028
KIR3DL3,0.75,9,6,0.666667,0.931408,0.735009
LGR5,0.75,9,6,0.666667,0.947822,0.737343
LRRK2,0.75,9,6,0.666667,0.98917,0.781591
LTN1,0.75,9,6,0.666667,0.960328,0.713363
MAGI2,0.75,9,6,0.666667,0.958727,0.699069
MET,0.75,9,6,0.666667,0.964976,0.793855
NOTCH4,0.75,9,6,0.666667,0.947271,0.715336
NUP153,0.75,9,6,0.666667,0.952482,0.676852
OR2T6,0.75,9,6,0.666667,0.902462,0.838898
OTOF,0.75,9,6,0.666667,0.942703,0.643762
PCDHA5,0.75,9,6,0.666667,0.873302,0.78677
PCDHGA6,0.75,9,6,0.666667,0.990827,0.719634
PDE4D,0.75,9,6,0.666667,0.980256,0.710336
PDHA2,0.75,9,6,0.666667,0.911589,0.676782
RAB11FIP1,0.75,9,6,0.666667,0.937936,0.684992
REST,0.75,9,6,0.666667,0.947507,0.666468
SLC5A11,0.75,9,6,0.666667,0.91672,0.803793
SLITRK4,0.75,9,6,0.666667,0.889654,0.662276
SMARCA4,0.75,9,6,0.666667,0.908468,0.733194
SMG8,0.75,9,6,0.666667,0.981255,0.699799
SOS2,0.75,9,6,0.666667,0.905984,0.62963
TEP1,0.75,9,6,0.666667,0.956769,0.64607
TMEM200A,0.75,9,6,0.666667,0.87022,0.679497
TNFRSF8,0.75,9,6,0.666667,0.892885,0.644734
TRPS1,0.75,9,6,0.666667,0.979039,0.710442
TUT1,0.75,9,6,0.666667,0.877091,0.759498
WASHC4,0.75,9,6,0.666667,0.97857,0.700624
ZNF236,0.75,9,6,0.666667,0.85386,0.723734
ADAMTS18,0.75,10,6,0.6,0.984196,0.804017
ANKHD1-EIF4EBP3,0.75,10,6,0.6,0.903064,0.705092
ANO5,0.75,10,6,0.6,0.987885,0.730167
APC,0.75,10,6,0.6,0.927784,0.586474
ARHGAP30,0.75,10,6,0.6,0.807108,0.685656
CATSPERD,0.75,10,6,0.6,0.904305,0.608606
CCDC105,0.75,10,6,0.6,0.858737,0.618624
CNTN4,0.75,10,6,0.6,0.806127,0.654547
CPA4,0.75,10,6,0.6,0.876151,0.696719
FRMD7,0.75,10,6,0.6,0.953904,0.584567
GRM1,0.75,10,6,0.6,0.914736,0.752774
HECW2,0.75,10,6,0.6,0.925224,0.642859
HIVEP2,0.75,10,6,0.6,0.882317,0.646985
IGSF10,0.75,10,6,0.6,0.829809,0.73793
KIF17,0.75,10,6,0.6,0.830602,0.678171
LAMC1,0.75,10,6,0.6,0.965947,0.611758
LRP6,0.75,10,6,0.6,0.853845,0.629172
LRRC7,0.75,10,6,0.6,0.925499,0.70994
MDC1,0.75,10,6,0.6,0.912332,0.623452
MYO3B,0.75,10,6,0.6,0.864235,0.705184
NSD3,0.75,10,6,0.6,0.974254,0.670505
PCDHA7,0.75,10,6,0.6,0.943843,0.62805
PCDHB3,0.75,10,6,0.6,0.91729,0.617337
PCDHGA1,0.75,10,6,0.6,0.90355,0.66934
PLCXD3,0.75,10,6,0.6,0.879674,0.603032
PRDM15,0.75,10,6,0.6,0.87065,0.632699
SCN3A,0.75,10,6,0.6,0.88827,0.645769
SMC1A,0.75,10,6,0.6,0.905532,0.571333
SMG1,0.75,10,6,0.6,0.96961,0.644611
SYNJ2,0.75,10,6,0.6,0.95035,0.586578
TFAP2D,0.75,10,6,0.6,0.852125,0.750979
THSD7A,0.75,10,6,0.6,0.962317,0.724401
TMPRSS15,0.75,10,6,0.6,0.979918,0.680696
TNN,0.75,10,6,0.6,0.875432,0.636106
TRANK1,0.75,10,6,0.6,0.867291,0.580522
TUBA3C,0.75,10,6,0.6,0.910937,0.645939
USF3,0.75,10,6,0.6,0.970481,0.648912
ZFC3H1,0.75,10,6,0.6,0.846959,0.697175
ZNF808,0.75,10,6,0.6,0.784347,0.797972
ZNF836,0.75,10,6,0.6,0.974785,0.730456
ABCB11,0.75,11,6,0.545455,0.777692,0.528586
ARFGEF1,0.75,11,6,0.545455,0.928463,0.599349
ATP2B3,0.75,11,6,0.545455,0.874792,0.561257
ATP8B1,0.75,11,6,0.545455,0.883826,0.64314
BMP5,0.75,11,6,0.545455,0.825983,0.677722
CACNA1F,0.75,11,6,0.545455,0.804408,0.556175
CELSR3,0.75,11,6,0.545455,0.929354,0.568337
DRD5,0.75,11,6,0.545455,0.802657,0.628952
DYSF,0.75,11,6,0.545455,0.884118,0.611312
ENTHD1,0.75,11,6,0.545455,0.902618,0.716766
ERBB2,0.75,11,6,0.545455,0.943841,0.642804
FGA,0.75,11,6,0.545455,0.792983,0.646883
GLI1,0.75,11,6,0.545455,0.967519,0.603028
HDAC9,0.75,11,6,0.545455,0.978902,0.647726
IGF1R,0.75,11,6,0.545455,0.913764,0.562916
INTS6L,0.75,11,6,0.545455,0.971822,0.648572
ITPR1,0.75,11,6,0.545455,0.900935,0.601607
KIDINS220,0.75,11,6,0.545455,0.822213,0.641521
MDGA2,0.75,11,6,0.545455,0.883525,0.573973
NOTCH2,0.75,11,6,0.545455,0.964345,0.60622
PCDH7,0.75,11,6,0.545455,0.911587,0.67345
PCDHGB3,0.75,11,6,0.545455,0.750184,0.597616
PCSK2,0.75,11,6,0.545455,0.892325,0.628534
PKDREJ,0.75,11,6,0.545455,0.925349,0.676853
PRPF8,0.75,11,6,0.545455,0.899512,0.641462
SENP7,0.75,11,6,0.545455,0.863798,0.65889
SON,0.75,11,6,0.545455,0.926932,0.653512
STAB2,0.75,11,6,0.545455,0.771195,0.648572
UBR4,0.75,11,6,0.545455,0.893514,0.692564
UGT2A3,0.75,11,6,0.545455,0.891397,0.631512
UGT2B28,0.75,11,6,0.545455,0.881845,0.659394
USP34,0.75,11,6,0.545455,0.827304,0.566749
ZFYVE26,0.75,11,6,0.545455,0.776406,0.570255
ZNF804A,0.75,11,6,0.545455,0.813552,0.537995
ABCA9,0.75,12,6,0.5,0.761979,0.691461
ABCC8,0.75,12,6,0.5,0.811478,0.647818
ADGRD1,0.75,12,6,0.5,0.82668,0.586696
AHCTF1,0.75,12,6,0.5,0.690343,0.622647
ALPK3,0.75,12,6,0.5,0.806728,0.608042
DOCK3,0.75,12,6,0.5,0.781093,0.555873
FAM47A,0.75,12,6,0.5,0.645365,0.532695
GABRA1,0.75,12,6,0.5,0.698673,0.619968
ITSN1,0.75,12,6,0.5,0.764137,0.594106
KIF20B,0.75,12,6,0.5,0.679825,0.605317
KMT2D,0.75,12,6,0.5,0.766011,0.588678
LRIG3,0.75,12,6,0.5,0.774414,0.670905
MYH4,0.75,12,6,0.5,0.648375,0.566931
NBAS,0.75,12,6,0.5,0.78342,0.574958
NCOR1,0.75,12,6,0.5,0.749895,0.648337
NRK,0.75,12,6,0.5,0.814664,0.544814
PRUNE2,0.75,12,6,0.5,0.85439,0.591028
SLC4A1,0.75,12,6,0.5,0.761317,0.596713
SV2C,0.75,12,6,0.5,0.681183,0.579547
SZT2,0.75,12,6,0.5,0.54472,0.501647
ACACA,0.75,13,6,0.461538,0.625739,0.533916
ADAMTS9,0.75,13,6,0.461538,0.583349,0.551352
CELSR1,0.75,13,6,0.461538,0.602729,0.515287
DMXL2,0.75,13,6,0.461538,0.507405,0.578654
DOCK7,0.75,13,6,0.461538,0.700433,0.565295
GRM4,0.75,13,6,0.461538,0.653645,0.51431
KCNU1,0.75,13,6,0.461538,0.008006,0.443573
MAGEB6,0.75,13,6,0.461538,0.525882,0.464387
NOD1,0.75,13,6,0.461538,0.603974,0.676901
PCDHA4,0.75,13,6,0.461538,0.507235,0.525145
TLL2,0.75,13,6,0.461538,0.694409,0.601019
TLR6,0.75,13,6,0.461538,0.696934,0.619518
TPO,0.75,13,6,0.461538,0.538863,0.458053
